Sentences,Aspects,Aspects Sentiment
"تطبيق الهاتف ذو واجهة بسيطة،يوفر سهولة في تفعيل الباقات وإدارة الحساب.",تطبيق الهاتف,1
"تغطية الشبكة قوية في المدن الرئيسية،أمنين اتصال جيد حتى بالمناطق ذات الكثافة السكانية العالية.","الشبكة،المدن،اتصال،الكثافة السكانية","1,1,1,1"
"الفروع مجهزة بشكل جيد،يقدم الموظفون استشارات حول اختيار الباقة الأنسب للاحتياجات.","الفروع،الموظفون،الباقة","1,1,1"
"أسعار الباقات تنافسية مقارنة بالشركات الأخرى،تتوفر خصومات خاصة للمشتركين الجدد.","اسعار الباقات،خصومات،المشتركين","1,1,1"
"خاصية تحويل الإنترنت مفيدة،تتيح مشاركة الانترنت مع خط آخر بنفس الشبكة.",تحويل الإنترنت,1
عروض التجوال تشمل دقائق اتصال مجانية عند السفر إلى دول محددة.,دقائق اتصالات,1
خدمة باقة الحماية الرقمية توفر تصفح آمن ومراقبة لأجهزة الأطفال على الإنترنت.,"الحماية الرقمية،تصفح،مراقبة","1,1,1"
باقات الإنترنت المشتركة توفر توفيرًا في التكلفة للمستخدمين المتعددين بنفس المكان.,"باقات الإنترنت،المستحدمين ","1,1"
خدمة الإنترنت اللاسلكي المجاني متوفرة في فروع البنك والمطاعم والمقاهي الشريكة.,الإنترنت اللاسلكي,1
متاح خدمة استبدال الهاتف القديم عند شراء هاتف ذكي جديد.,هاتف ذكي,1
الفروع توفر خدمة إصدار فاتورة ورقية مجانية للمشتركين عند الحاجة.,فاتورة ورقية,0
باقة البيانات الإضافية توفر حلًا سريعًا لإنقاذ المستخدم عند قرب انتهاء الباقة الرئيسية.,,
عروض الأجهزة تشمل خصومات على أحدث إصدارات الهواتف الذكية والإكسسوارات.,,
تطبيق الهاتف يقدم خيارات متنوعة لإعادة تعبئة الرصيد بطرق آمنة ومباشرة.,"خيارات،طرق","1,1"
"خدمة المكافآت الشهرية تقدم نقاطًا مقابل كل عملية شحن،قابلة للاستبدال بالهدايا والخدمات.","خدمة المكافآت،الاستبدال","1,1"
إمكانية تفعيل باقة التجوال التلقائي عند السفر إلى الخارج لتجنب انقطاع الاتصال.,"التجوال،انقطاع","0,-1"
"الفروع مجهزة بأجهزة خاصة لخدمة ذوي الاحتياجات الخاصة،تسهل عليهم إجراء المعاملات.","الفروع،أجهزة،الاحتياجات","1,1,1"
باقة الإنترنت اليومية توفر خيارًا مناسبًا للاستخدام المؤقت باستهلاك محدود.,خيار,1
خدمة الإنترنت بالمقاهي والمطاعم تتيح تصفحًا سريعًا في الأماكن العامة.,"تصفح،الأماكن","1,1"
عروض الشركات توفر باقات إنترنت خاصة بالمؤسسات التجارية بأسعار تنافسية.,"عروض،باقات إنترنت","1,1"
متجر التطبيقات الخاص بالشركة يوفر تطبيقات متنوعة مجانية ومدفوعة.,تطبيقات,1
خدمة الرسائل النصية المجانية بين المشتركين على نفس الشبكة توفر توفيرًا في التكلفة.,الرسائل,1
توفر الشركة دورات تدريبية مجانية لتعريف المشتركين بخدماتها الجديدة.,"دورات تدريبية،خدمات","1,1"
تتميز خدمة الإنترنت بسرعة استجابة عالية للألعاب ومشاهدة الفيديوهات عالية الدقة.,"خدمة الإنترنت،استجابة،الفيديوهات","1,1,1"
تطبيق الهاتف يقدم ملخصًا شهريًا باستهلاك الرصيد والإنترنت.,ملخص,1
خدمة البث التلفزيوني عبر الإنترنت توفر محتوى متنوعًا من القنوات والمسلسلات.,محتوى,1
الفروع تقدم خدمة استلام شرائح SIM الجديدة وتفعيلها مباشرة.,,
عروض الإنترنت تشمل باقات مخصصة للاستخدام المكثف للإنترنت.,"باقات،الاستخدام","1,0"
شبكة الهاتف المحمول تتميز باتصال ثابت وقوي حتى في المناطق النائية.,اتصال,1
أتمنى أن يكون لدى الشركة باقات إنترنت شهرية خاصة بالاستخدام المتوسط الذي يجمع بين التصفح ومشاهدة الفيديوهات.,"باقات إنترنت،الاستخدام","1,1"
تمنيت لو كان بإمكاني تفعيل باقة التجوال الدولي مسبقًا قبل السفر إلى الخارج.,,
أسعدني وجود خدمة عملاء متاحة بخدمة الرد الآلي متعددة اللغات مع خيارات سهلة الاستخدام لكبار السن.,"خدمة عملاء،خيارات","1,1"
"تمنيت لو كان تطبيق الهاتف يوفر ميزة تنظيم جهات الاتصال حسب الفئة (العمل،العائلة،الأصدقاء) مع إمكانية إضافة صورة لكل جهة اتصال.",,
استفدت من خدمة استعادة الملفات التي تم مسحها عن طريق الخطأ من بطاقة الذاكرة الخارجية.,بطاقة الذاكرة,1
لاحظت تحسنًا ملحوظًا في تغطية شبكة الهاتف المحمول في المناطق ذات الكثافة السكانية العالية.,"تحسن،الكثافة السكانية","1,1"
انبهرت بخدمة إنترنت الأشياء (IoT) التي تتيح التحكم عن بعد بالأجهزة المنزلية الذكية.,الأجهزة المنزلية,1
أشعر بالإحباط من صعوبة إلغاء الخدمات الإضافية الغير مرغوبة التي يتم تفعيلها عن طريق الخطأ.,الخدمات,-1
استفدت من خدمة استبدال كابل HDMI التالف بجهاز تلفزيون ذكي جديد وفقًا للضمان.,كابل HDMI,1
تمنيت لو كان بإمكاني توصيل شبكة الإنترنت اللاسلكي المنزلية بعدد أكبر من الأجهزة المتصلة في نفس الوقت.,"شبكة الأنترنت،الأجهزة","0,0"
أسعدني تلقي مكالمة هاتفية متابعة من الشركة للتأكد من حل مشكلتي الفنية التي أبلغت عنها سابقًا.,"مكالمة،مشكلة","1,1"
تمنيت لو كان تطبيق الهاتف يوفر ميزة الاتصال المباشر برقم موظف خدمة العملاء بدلًا من الانتظار في قائمة الاتصال الهاتفي.,الاتصال,1
استفدت من خدمة الإبلاغ عن محتوى مخالف للقانون يتم ترويجه عبر رسائل البريد الإلكتروني.,,
لاحظت تحسنًا في سرعة تحميل ملفات التحديثات الخاصة ببرامج التشغيل على أجهزة الكمبيوتر.,"سرعه،التحدبثات","1,1"
انبهرت بخدمة السحابة الإلكترونية التي تتيح تخزين البيانات ومشاركتها بشكل آمن.,"السحابة،مشاركة","1,1"
أشعر بالرضا عن التزام الشركة بالمسؤولية المجتمعية ودعم المبادرات التعليمية.,المبادرات,1
انطبعت لدي خبرة إيجابية مع فريق خدمة العملاء عبر الدردشة الحية على موقع الشركة بسبب سرعة استجابة الموظف وحل مشكلتي من أول مرة.,"خبرة،الدردشة،سرعة","1,1,1"
