Sentences,Aspects,Sentence Sentiment,Aspects Sentiment
كلمة حق تقال كانت عملية والشراء والشحن خلال يوم واحد,,1,
غير جيدة ولا انصح بها نهائيا,,-1,
السلعة جيدة جدا واتعشم ذلك انا استلمتها ومن النظرة الاولى فهى جيده جدا لكنى لم استخدمها بعد,السلعة,1,1
شنط ضعيفة بوجه عام,شنط,-1,-1
سماعات بيتز غنية عن التعريف . تصميم انيق تستاهل قيمتها,"سماعات بيتز،تصميم",1,"1, 1"
للأسف احدى السماعتين متعطله ولا تعمل وللأسف ان البضاعه المعروضه بيضاء والتي وصلت سوداء,احدى السماعتين,-1,-1
سماعه مذهله وجميله  وصوتها عالي يمكن اقترانها بالبلوتوث او ان في سي  يمكن حملها في اي مكان صوت قوي جدا جدا انصح الجميع بهذا السماعة والله يوفقك,"سماعه،صوت",1,"1, 1"
لولا كلمة سكاي وورث على الشاشة لما صدقت انها صيني وملائمه لغرفه 3*4 وكانه 3D من كبرها و سعرها رهيب خيالي كأنها مسروقة,"الشاشة،سعر",1,"1, 1"
تعامل البائع ممتاز التوصيل ممتاز لكن السلعه لم يعتني بها جيدا لأن اللؤلؤ حساس,"تعامل البائع،التوصيل،السلعه",0,"1, 1, -1"
شاشه ممتازه وتستحق الا شاده بها ولا يعيبها سوا عدم وجود قاعدة تثبيت انصح بأقتنائها هذه النفاصيل عن تجربتي الشخصيه لهذه السلعه,"شاشه،قاعدة تثبيت",1,"1, -1"
ممتازة الئ حد ما ولكن اتوقعت يكون فيه توقيع عالاستلام او حتا عمال يركبوه ويمشو بس كان بسيط .,,1,
شكرا للتعاون محترم من قبلكم سوق.كوم انا رايي ايجابي 100% كسلعة وتوصيل وخدمة وضمان ايضا,"تعاون،راي",1,"1, 1"
ممتازة وسعرها مناسب جداً ومعقول,سعر,1,1
من الخسائر التي خسرتها هذه الفترة نقودي فيه.,,1,
منتج ممتاز و رخيص,منتج,1,1
رائعة متعددة الاستعمال تستطيع ان تستعملها في اي مكان وسهلة الحمل تجعل بطارية هاتفك ممتلئ  شكرا لصاحب السلعة.,"الحمل،بطارية هاتف",1,"1, 1"
الجهاز جداً ممتاز وعملي وسعره مبالغ فيه جداً حيث ان مثيلاته في السوق على ٦٥ ريال وبالتوفيق للجميع وكل عام وانتم بخيييييير,"الجهاز،سعر",0,"1, -1"
جدا رائعه وعمليه جدا جدا جدا,,1,
رائع وتوصيل سريع بائع مميز وراجع لهذا المتجر مرة اخرى اشكركم على هذه الجودة.,"توصيل،بائع",1,"1, 1"
تصميم جميل وتغليف رائع,"تصميم،تغليف",1,"1, 1"
انحرق جهازي بسلبب استخدام الشاحن لا انصح باستخدامه,,-1,
جيده جدا شكراً,,1,
ممتاز وسعر مميز,سعر,-1,1
بسرعة ينقطع ومايستاهل,,-1,
الحمدلله انها كانت مممتازة وجيدة ومتوافقه مع الجهاز وان شاء الله هذا اول المشتريات وليس الاخير,,1,
بالمختصر على قد سعرها,,0,
المنتج لم يكون بجود عاليه,المنتج,-1,-1
هذا المنتج يجعلك تشعر بأنك لم تدفع شيئا,المنتج,1,1
عندما استلمتها فتحت مغلف شركة الشحن كان يظهر من شكل السلعة انها استخدمت من قبل( مستعملة)وعندما بدأت استخدم الجهاز في اول مرة كان جيدا ثم في اليوم التالي من الشراء اصبح لا يعمل من الأساس فعرفت لم تخلا عنه صاحبه وانا اريد ان اتحدث مع صاحب السلعة,شكل السلعة,-1,-1
انها سلعة ممتازه وجودة عاليه بي كيو اي انها ماركة مشهوره ولقد اطلعت عليها في الانتر نت ومواصفاتها العاليه كما انها شكلها ووزنها اكثر من رائع,"سلعة،جوده،ماركة،مواصفات،شكل،وزن",1,"1, 1, 1, 1, 1, 1"
جيدا جدا بالنسية لسعره العلبة الخارجية قديمه ولكن من الداخل الجهاز رائع,"سعر،العلبة الخارجية،الجهاز",1,"1, -1, 1"
السلعة وصلت كما ذُكر في الوصف.,السلعة,1,1
اشتريت هذه السلعة مستعملة,السلعة,1,-1
كويس بس الحجم مرة كبير,الحجم,0,-1
منتج رائع جدا وانصح الجميع بشرائه,منتج,1,1
ممتازه في الشحن,الشحن,1,1
جيده جدا اخذتها بسعر 79 ونزل الان سعرها 55 شي يقهر توني مشتريها ينزلون سعرها هي تساعد في شحن الجوال مره واحده,,1,
مره مش كويس وما أنصحش حد بيه بصراحه أفضل منتجات ممكن تشتريها منتجات سوق شوب ما فى أفضل منها وعن تجربة الاسم شاحن جوال جالكسى وفى الأخر لسه نشتريله وصلة علشان تستعمله المفروض إنه شاحن وتحدد انه بدون وصل..ة الصورة لا تكفى انا قولت انه فيه اختراع جديد وكاتب سهل التنقل قولت يمكن الوصلة تبعيته بتستخبى جواه كويس اختراعات.. يلا قدر الله ما شاء فعل رمضان كريم,,-1,
جيده وصغيره عمليه مع سعرها الرخيص جيده وصغيره عمليه مع سعرها الرخيص جيده وصغيره عمليه مع سعرها الرخيص,سعر,1,1
ممتاز جدا وقوته حقيقية,قوة,1,1
في الحقيقة صناعة سيئة لايتناسب مع حجم قدرتة المذكورة حيث انه لايشحن الجهاز سوى مرة ونصف فقط ززثقيل -- غير مرن,صناعة,-1,-1
"السلعة جيدة الى حد ما حيث تقوم بعملية الشحن ولكن ببطء وربما تكمن المشكلة في انها ليست من مصدر كهربائي ذو تردد عالي ،وبشكل عام استفدت من السلعة","السلعة،عملية الشحن",0,"0, -1"
احذركم من هاذه السلعه اومن البائع نفسه,,-1,
جوده عاليه وخدمه اروع . حيث تم شحن الطلبيه بسرعه قياسيه,"جوده،خدمه",1,"1, 1"
اخترب و انا بعدي ما استخدمته اول شي جربته اشوي و استوى و بعدين يوم كنت بجربه مره ثانيه ما استوى حاولت فيه وايد بس ما نفع و خلص يعني ما اقدر استخدمه مره ثانيه (:,,-1,
انصح بالشراء,,1,
خامه ممتازه,خامه,1,1
رديئه جدا ومافي جوده و الصناعه جدااا رديئة ولا تشحن الا مره وحده فقط,الصناعه,-1,1
هذا السلع ممتازه وعمليه جدا اشكركم على طرحه,السلع,1,1
ممتاز وللحين ماشفت فيه اي مشكلة,,1,
وحشة جدا ومكملتش حتى 20 %,,-1,
جيده ولكن لاتستطيع شحن الجوال الا لمره واحدة فقط إذا كانت لاستخدام مره واحده تعتبر لابأس بها هذا مايمكنني قوله عنها,,0,
ضعيفه جدا شحنت جلكسي نوت 3 وهو لمينتهي الشحن وفضيت البطاريه بسرعه  رديئه جدا,البطاريه,-1,-1
سلعة جيدة وتحافظ على حماية خلفية الجوال وعدسة الكميرا من الخدوش اثناء الشحن بالاضافة الى سهولة متابعة الاتصالة لوجوده في شكل افقي اثناء الشحن,سلعة,1,1
جيد ولا من المفترض الشرح بشكل اكبر عن حجم الجهاز لان الصور دائماً تكون خادعة وذلك آمل توضيح حجم الجهاز ب سم,"الشرح،الصور",-1,"-1, -1"
خدوم واصلي وجميل جداً الي يبغى شاحن ينفع له,,1,
السلعة نوع ممتاز واصلي. وهي من النوع العالمي أيضا تتميز بشكل رائع ومنسق . تشحن جميع انواع الأجهزة حتى يد السوني بلاستيشن. تعمل على كهرب 110 و 220 . وشكرا,"السلعة،النوع،شكل",1,"1, 1, 1"
السلعة جيدة وتستحق الاقتناء,السلعة,1,1
الجهاز ممتاز وسعته كبيرة وشحنه ممتاز,"الجهاز،سعة،شحن",1,"1, 1, 1"
الشاحن مكتوب انه 30000 وهذا يعنى انه يشحن موبايل النوت 2 اكثر من 9مرات ولكن عند التجربة الشخصية قام بشحن الموبايل مره واحدة فقط ولم يكمل المرة الثانية وهذا يعنى ان قوة الشاحن لاتتعدى ال 3500 ملى امبير,,-1,
شاحن رائع خفيف الوزن شكل أنيق بس كان ارخص ب110وذحين زاد السعربس تضل السلعه رائعه,"شاحن،الوزن،شكل،السعر،السلعه",1,"1, 1, 1, -1, 1"
الجهاز جدا مهم لسهولة استخدامه وصغر حجمه,"الجهاز،استخدام،حجم",1,"1,1,1"
شاحن سئ لايسطيع  شاحن الموبيل مرة على الاقل,شاحن,-1,-1
مفيد وعملي حيث لها ٤ منافذ  usb,,1,
انا وصلني اربعه وصلات بس وليس 8 وصلات,,1,
مفيد في حالة الخروج من البيت,,1,
