Column1,Sentences,Aspects,Sentences Sentiment,Aspects Sentiment
1002,"اسوء تجربة في دبي 
محبط ومضيعة وقت!! وقت الصعود والانتظار كنت متحمس، لكن بعد ماصعدنا وشاهدت المنظر كان جداً محبط الافضل، ماصعدنا إلى القمة كما يقال والمكان كان صغير ولا يواكب مكانت البرج ، حتى النافورة من فوق ماتشوفها زين!! وقت النزول كان كارثي وكان اطول طابور وقفت فيه، جداً جداً فوضى ومتعب !!! ظهري تكسر وانا واقف لا انصح فيه ابداً، ضياع وقت ومال على شيء لا يستحق!!
","تجربة، المنظر، المكان، النافورة، طابور",-1,"-1,-1,-1,-1,-1"
1003,"يوم كامل من الرفاهية و المتعه 
تقع حديقة وايلد وادي المائية في مدينة دبي الرائعة في شارع الجميره تتميز بموقعها الساحر، أمام فندق برج العرب ويوجد بها منزلقات مائية متنوعة ومثيرة و مساحات شاسعة مصممة بطريقة تناسب لقضاء يوم كامل من المتعه و المرح و الفعاليات كما انها مناسبة جدا للعائلات و الشباب حيث يوجد بها روح شبابية لمحبي المغامرات والرياضة المائية كما يوجد لدها مطاعم متنوعة من الاكلات السريعه و بأمكان من يريد الوصول إلى الحديقة عن طريق المترو على طريق الشيخ زايد والنزول في محطة مول الإمارات ومن ثم سيارات الأجرة للوصول إلى وايلد وادي. اتمنى لكم المزيد من المتعه
","يوم، مدينة دبي، موقعها، منزلقات مائية، مساحات، يوم، مطاعم",1,"1,1,1,1,1,1,1"
1004,"دبي مول جميلة جدا بالنافورة الذكية والجميلةز 
دبي كمدينة حلوة جدا وكثرة المانطق التي يمكن أو بالاحرى يجب زيرتها تجعل الزائر لدبي لايصيبه الملل اختلاف مطعم عن الآخر اختلاف مول عن الثاني فنادقها قمة في الأناقق مراكز التسوق مغرية وممتعة المناطق السياحية امثلة دبي مارينا النخلة باب شمس وغيرها وغيرها المسابح متوفرة و لكنها تفتقد الى شاطىء سياحي يروق بها مركز وافي افضل المراكز هدوء نظافة وتصميم سوق أو مدينة جميرة متعة لمن يحب الاشياء القديمة ومتعة للأكل والشرب وركوب الزوارق القديمة في جولة حول مدينة جميرة
","دبي مول، النافورة، دبي، مراكز التسوق، مركز",1,"1,1,1,1,1"
1005,"النافورة الراقصة في دبي مول 
شاهدتها لأول مرة وأعجبتني تقنيتها وأضوائها الساحرة والحانها الراقية تشعرك بنوع من الإسترخاء والمتعة.
","النافورة الراقصة في دبي مول، تقنيتها، أضوائها، الحانها",1,"1,1,1,1"
1006,"رائعه جدا و افضل وقت للزياره ليلا 
لا يوجد اس شئ لا يعجبك
هي رائعه تماتما و تستحق الزيارة
",الزيارة,1,1
1008,"مذهلة 
مذهلة لكن سعرها مبالغ نوعا ما خاصة لعائلة مكونة من اطفال كثيرين اتمنى لو كان هناك اشتراك يشمل عدة اشخاص وحصولهم على خصم خاص وتزويد كل شخص يدخل بساعة رقمية حتى لا يبقى بعض الناس وقت كبير اكثر من اللازم ويسبب الازدحام والربكة للاخرين
",سعرها,1,-1
1009,"كدزانيا متعه حقيقية لعمر 5 سنوات واكبر 
يعلمون الاطفال السواقة وصنع البيتزا ونقل الماء والاعتماد على النفس .. طبعا يفرق من مول لمول الالعاب نفسها .. مردف ودبي مول وغيرها من المولات ..
اللي يبي يرتاح ويستمتع بالتسوق بدون اطفال .. يحطهم بكدزانيا .. ويعيش حياته ^_^
",كدزانيا,1,1
1010,"كيدزانا 
مكان مذهل و جميع
للاطفال و الكبار
الكثير من الألعاب
المسلية للاطفال و الكبار
اتمنى من الجميع
زيارة كيدزانا الجميلة
","كدزانيا، الألعاب",1,"1,1"
1011,"مدينة الصغار 
وهي من اجمل وافظل وسائل التعليم في هذا الزمان المتسارع في التطور ... فلا حاجة بعد ذلك للتعب في تعليم الاطفال على وسائل الحياة .. فهي في مكان واحد
",مدينة الصغار,1,1
1012,"تقيم 
سعر التذكرة جدا موفر مقارنة مع التكسي بالاضافة لمروره لأماكن مميزة بدبي ومحطاته مناسبة لأهلهم ولو كنت يفضل وجود محطات اكثر جيد يستاهل التجربة
","سعر التذكرة، أماكن، محطاته",1,"1,1,1"
1013,"ممتاز 
مريح ويمر بكثير من الاماكن السياحية والتسوق وحتى المطار للمسافرين ويختصر الوقت والتجوال بين الاماكن السياحية
",الاماكن السياحية,1,1
1015,"مكان رائع 
وسيلة نقل ممتعة ومريحة وامنة وتجربة لاتنسى
وسعرها رخيص والتوصيل بهااسرع من اي وسيلة اخرى
وتوصلك الى جميع الاماكن السياحية في دبي ولايمنع من التجول بالقرب من محطات المترو
","مكان، وسيلة نقل، سعرها",1,"1,1,1"
1017,"المكان مرتب و منظم 
يجب ان تكون في الموعد المحدد ، أظنهم بحاجة الى اعادة النظر في البوابات الآلية فقد أغلقت احدها على ابنتي المتحمسة لركوب المترو ، بالاضافة للزحام الشديد جدا من العمالة في دبي
","المكان، البوابات الآلية، للزحام",1,"1,1,1"
1018,"مترو دبي نقله حضاريه 
ان قيام امارة دبي بتنفيذ هذا المشروع لهو نقلة حضارية سوف تعود بالنفع العام للدولة و المواطن و المقيم و الزائر وسوف تعمل على التخفيف من الزحام المروري الذي تشهده دبي في بعض الاحيان
",مترو دبي,1,1
1019,"رائع 
حقيقه المترو رائع جدا وسعره مناسب ويوصلك الى جميع الاماكن العامة والاسواق الكبيرة المشهورة وكل 8 دقائق رحلة
","المترو، سعره",1,"1,1"
1021,"المترو وسيلة جيد للتنقل 
من افضل وسائل المواصلات التي جربتها واسعارها اكثر من رخيصة جدا وتصل بكثير من المحطات داخل البلد واماكن كثيرة تزورها بواسطة المترو
","المترو، اسعارها",1,"1,1"
1022,"روعة 
مكان رائع ورايق وكل شي متوفر فيه من المنتجات الحديثة في محلات مبنية على تصميم عربي تراثي ميل
فقط تحتاج طولة بال للمفاصلة في السعر عكس بقية الاماكن في دبي
",مكان,1,1
1023,"مميز 
سوق مدينة الجميرا سوق مميز بتصميمه فريد على الطراز المعماري العربي القديم وانت تتجول في السوق يأتيك شعور بأنك تتجول في مدينة تاريخية قديمه ، يوجد بالسوق الكثير من المحال التجارية التي تبيع التحف والهداية الى جانب المقاهي والمطاعم وعدد من الفنادق
","سوق مدينة الجميرا، الطراز المعماري العربي",1,"1,1"
